Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,high real,Lucro,Valor Previsto,Valor Real,Diferença
Compra (0),27586.73,0.0,0.03786160037829483,27599.24,,,,
(Periodo atual: 3),,1043.9579072307233,,27590.36,43.95790723072332,27627.17663540536,27573.0,54.176635405361594
Compra (0),27590.12,0.0,0.037838106801663905,27591.4,,,,
(Periodo atual: 3),,1043.7161217282608,,27629.22,43.71612172826076,27623.36216780265,27583.73,39.632167802650656
Compra (0),27553.16,0.0,0.037880087863906016,27592.54,,,,
(Periodo atual: 3),,1044.52069479449,,27585.04,44.520694794490055,27618.722058042633,27574.4,44.3220580426314
Compra (0),27597.6,0.0,0.03784824386158543,27610.01,,,,
(Periodo atual: 3),,1045.7076157219894,,27640.03,45.70761572198944,27647.221376060672,27628.96,18.261376060672774
Compra (0),27680.52,0.0,0.0377777446277017,27697.56,,,,
(Periodo atual: 3),,1044.1813948390302,,27651.38,44.18139483903019,27745.737905155987,27640.12,105.61790515598841
Compra (0),27632.32,0.0,0.03778840845933422,27640.13,,,,
(Periodo atual: 3),,1042.9600734776245,,27611.47,42.96007347762452,27668.06720635014,27600.0,68.06720635014062
Compra (0),27600.05,0.0,0.03778834000219654,27605.29,,,,
(Periodo atual: 3),,1042.9237966712224,,27599.1,42.92379667122236,27635.69790793027,27599.09,36.60790793026899
Compra (0),27607.23,0.0,0.037777198098875635,27610.83,,,,
(Periodo atual: 3),,1044.2731981873142,,27657.83,44.273198187314165,27641.169627295676,27642.95,-1.7803727043246909
Compra (0),27655.42,0.0,0.03776016412650085,27657.28,,,,
(Periodo atual: 3),,1044.4465173406547,,27689.06,44.44651734065474,27693.426485498563,27660.01,33.416485498564725
Compra (0),27651.45,0.0,0.037771853459426345,27668.12,,,,
(Periodo atual: 3),,1045.4259415008576,,27714.92,45.42594150085756,27696.434140804697,27677.38,19.054140804695635
Compra (0),27677.1,0.0,0.037772235584684004,27685.95,,,,
(Periodo atual: 3),,1044.5998627086205,,27659.68,44.59986270862055,27714.656087581865,27655.23,59.42608758186543
Compra (0),27662.85,0.0,0.03776183085649601,27673.11,,,,
(Periodo atual: 3),,1043.6101251218718,,27675.82,43.61012512187176,27709.393770917122,27636.64,72.75377091712289
Compra (0),27610.0,0.0,0.03779826603121593,27645.0,,,,
(Periodo atual: 3),,1041.7088723405018,,27579.97,41.708872340501784,27668.869517989555,27559.7,109.16951798955415
Compra (0),27508.87,0.0,0.03786810844431276,27575.0,,,,
(Periodo atual: 3),,1041.7137951945997,,27530.23,41.7137951945997,27596.771329361687,27509.0,87.7713293616871
Compra (0),27426.5,0.0,0.037982017216728337,27509.01,,,,
(Periodo atual: 3),,1039.2225546853545,,27476.9,39.22255468535445,27532.409511476624,27360.91,171.49951147662432
Compra (0),27395.0,0.0,0.03793475286312665,27404.03,,,,
(Periodo atual: 3),,1044.6324297911651,,27598.0,44.63242979116512,27443.42893405165,27537.61,-94.18106594834899
Compra (0),27440.68,0.0,0.03806875156851671,27537.62,,,,
(Periodo atual: 3),,1043.423366241349,,27428.99,43.42336624134896,27574.83620907579,27408.92,165.91620907579272
Compra (0),27408.01,0.0,0.03807001552616732,27453.61,,,,
(Periodo atual: 3),,1044.3625535243796,,27511.96,44.362553524379564,27487.421383065557,27432.68,54.741383065556874
Compra (0),27432.75,0.0,0.038069918383114326,27492.68,,,,
(Periodo atual: 3),,1043.0453343483239,,27404.99,43.04533434832388,27520.481467147267,27398.15,122.33146714726536
Compra (0),27369.2,0.0,0.03811018715740043,27400.79,,,,
(Periodo atual: 3),,1042.0018774239543,,27379.14,42.001877423954284,27429.640589968138,27341.82,87.82058996813794
Compra (0),27356.14,0.0,0.0380902377829604,27362.99,,,,
(Periodo atual: 3),,1043.3849339578535,,27399.99,43.38493395785349,27404.436269818652,27392.45,11.986269818651635
Compra (0),27397.3,0.0,0.038083494868394095,27409.85,,,,
(Periodo atual: 3),,1042.5185344495976,,27394.99,42.51853444959761,27442.982230770685,27374.55,68.43223077068615
Compra (0),27399.99,0.0,0.03804813558142166,27405.2,,,,
(Periodo atual: 3),,1044.3600642117383,,27466.62,44.36006421173829,27453.101700839048,27448.39,4.711700839048717
Compra (0),27425.71,0.0,0.03807959991598169,27450.28,,,,
(Periodo atual: 3),,1045.3333787855909,,27451.28,45.33337878559087,27474.707397665996,27451.27,23.437397665995377
Compra (0),27447.9,0.0,0.03808427525550555,27451.28,,,,
(Periodo atual: 3),,1044.6101583984887,,27449.16,44.61015839848869,27481.035889854407,27428.91,52.12588985440743
Compra (0),27390.12,0.0,0.03813821036192937,27428.92,,,,
(Periodo atual: 3),,1046.1986148600631,,27443.84,46.19861486006312,27451.318117802603,27431.77,19.548117802602064
Compra (0),27462.46,0.0,0.03809558993841277,27474.23,,,,
(Periodo atual: 3),,1044.8530786234385,,27433.69,44.85307862343848,27510.781691520107,27427.14,83.641691520108
Compra (0),27439.15,0.0,0.038078915659684735,27439.16,,,,
(Periodo atual: 3),,1033.8726425038117,,27360.77,33.872642503811676,27471.994704099827,27150.79,321.2047040998259
Compra (0),27120.93,0.0,0.03812084034374233,27192.82,,,,
(Periodo atual: 3),,1030.6891711267056,,27120.3,30.68917112670556,27218.35106772957,27037.42,180.93106772957253
Compra (0),27016.05,0.0,0.03815099435804663,27085.06,,,,
(Periodo atual: 3),,1034.1685418121594,,27124.84,34.16854181215945,27111.99986308011,27107.25,4.749863080109208
Compra (0),27123.6,0.0,0.038127997087855574,27129.3,,,,
(Periodo atual: 3),,1034.358419237657,,27129.52,34.35841923765702,27163.05767833776,27128.58,34.477678337756515
Compra (0),27113.68,0.0,0.038148949874663156,27143.91,,,,
(Periodo atual: 3),,1033.3394607865048,,27109.94,33.33946078650479,27173.6931803106,27086.97,86.72318031060058
Compra (0),27068.95,0.0,0.038174345912438595,27093.44,,,,
(Periodo atual: 3),,1033.190580837446,,27070.0,33.19058083744608,27120.065481451576,27065.05,55.015481451577216
Compra (0),27021.95,0.0,0.03823523397968859,27068.12,,,,
(Periodo atual: 3),,1036.648957750909,,27117.31,36.64895775090895,27092.427745163073,27112.4,-19.972254836928187
Compra (0),27108.43,0.0,0.03824083348799281,27114.92,,,,
(Periodo atual: 3),,1040.008797381164,,27200.04,40.00879738116396,27147.96032267573,27196.29,-48.32967732426914
Compra (0),27285.44,0.0,0.03811588881766847,27288.98,,,,
(Periodo atual: 3),,1039.007874140812,,27278.9,39.007874140811964,27346.975317568515,27259.18,87.79531756851429
Compra (0),27277.27,0.0,0.038090610759097664,27279.96,,,,
(Periodo atual: 3),,1036.6603497997287,,27247.27,36.66034979972869,27314.30717629893,27215.64,98.66717629893174
Compra (0),27196.26,0.0,0.038117754051466224,27215.65,,,,
(Periodo atual: 3),,1034.117895604496,,27211.48,34.11789560449597,27245.85790445979,27129.56,116.2979044597887
Compra (0),27169.17,0.0,0.03806218208375508,27184.35,,,,
(Periodo atual: 3),,1031.4847538479419,,27139.68,31.484753847941874,27226.751824772684,27099.99,126.7618247726823
Compra (0),27143.59,0.0,0.038001043850424424,27145.47,,,,
(Periodo atual: 3),,1028.7593189829895,,27081.92,28.759318982989498,27186.64413328178,27071.87,114.77413328178227
Compra (0),27091.88,0.0,0.037972976367198936,27100.01,,,,
(Periodo atual: 3),,1016.9641530638102,,26890.5,16.96415306381016,27134.532903394098,26781.26,353.27290339409956
Compra (0),26779.46,0.0,0.03797552874717452,26842.24,,,,
(Periodo atual: 3),,1013.9659850692207,,26731.76,13.965985069220665,26866.496778870525,26700.51,165.9867788705269
Compra (0),26682.69,0.0,0.0380008906549235,26727.53,,,,
(Periodo atual: 3),,1011.4887070074262,,26688.91,11.488707007426228,26767.540256135417,26617.5,150.0402561354167
Compra (0),26632.26,0.0,0.037979829988421046,26649.0,,,,
(Periodo atual: 3),,1011.4552847570366,,26679.56,11.455284757036566,26700.342719736087,26631.38,68.962719736086
Compra (0),26690.4,0.0,0.03789584587555962,26710.03,,,,
(Periodo atual: 3),,1014.6612733181089,,26780.38,14.661273318108897,26755.78768043552,26775.0,-19.21231956448173
Compra (0),26763.2,0.0,0.03791255430285276,26795.63,,,,
(Periodo atual: 3),,1012.2651998861686,,26725.0,12.265199886168602,26823.85023554486,26700.0,123.85023554486179
Compra (0),26725.28,0.0,0.037876692026656736,26729.83,,,,
(Periodo atual: 3),,1011.0478430044319,,26716.11,11.047843004431911,26762.199395161777,26693.14,69.0593951617775
Compra (0),26728.44,0.0,0.03782666863477375,26728.44,,,,
(Periodo atual: 3),,1013.6798226080397,,26800.0,13.679822608039672,26765.88915252291,26798.02,-32.130847477092175
Compra (0),26784.15,0.0,0.03784625693210498,26798.03,,,,
(Periodo atual: 3),,1016.4562240165787,,26857.52,16.456224016578744,26828.36229342577,26857.51,-29.147706574229233
Compra (0),26875.52,0.0,0.0378208951498084,26885.41,,,,
(Periodo atual: 3),,1013.8439347885815,,26841.07,13.843934788581464,26923.82754647828,26806.45,117.37754647827751
Compra (0),26801.73,0.0,0.03782755571332826,26821.61,,,,
(Periodo atual: 3),,1011.8088122912045,,26771.37,11.808812291204504,26848.09862017284,26747.93,100.16862017284075
Compra (0),26779.79,0.0,0.03778255215187291,26791.77,,,,
(Periodo atual: 3),,1015.276872753225,,26879.97,15.276872753225007,26839.525162118003,26871.58,-32.05483788199854
Compra (0),26903.29,0.0,0.0377380191327241,26947.04,,,,
(Periodo atual: 3),,1012.7638980591769,,26850.0,12.763898059176881,26993.797158054378,26836.7,157.09715805437736
Compra (0),26847.07,0.0,0.037723442374127863,26848.7,,,,
(Periodo atual: 3),,1012.546611031102,,26849.86,12.546611031101975,26881.345628519004,26841.31,40.035628519002785
Compra (0),26821.1,0.0,0.03775186741151936,26849.74,,,,
(Periodo atual: 3),,1013.6440578167548,,26851.86,13.644057816754753,26873.723902153048,26850.17,23.55390215304942
Compra (0),26876.85,0.0,0.03771439204433387,26876.86,,,,
(Periodo atual: 3),,1015.0421303298382,,26920.81,15.042130329838187,26913.017562213478,26913.92,-0.9024377865207498
Compra (0),26870.0,0.0,0.03777603760066387,26913.93,,,,
(Periodo atual: 3),,1013.7415013552474,,26841.42,13.741501355247351,26934.756634093144,26835.57,99.18663409314468
Compra (0),26810.66,0.0,0.03781113562125093,26838.18,,,,
(Periodo atual: 3),,1014.0765080168517,,26824.59,14.076508016851676,26866.239846461416,26819.52,46.71984646141573
Compra (0),26802.8,0.0,0.03783472279078498,26819.52,,,,
(Periodo atual: 3),,1011.369433601171,,26757.56,11.369433601170954,26846.41070228895,26731.25,115.16070228895114
Compra (0),26742.3,0.0,0.03781908936782442,26756.0,,,,
(Periodo atual: 3),,1012.1696855321941,,26767.67,12.16968553219408,26806.543948016973,26763.46,43.08394801697432
Compra (0),26754.79,0.0,0.03783134479964874,26775.0,,,,
(Periodo atual: 3),,1013.3125704585915,,26785.0,13.312570458591495,26802.012346599706,26785.0,17.01234659970578
Compra (0),26837.84,0.0,0.03775686010716926,26867.14,,,,
(Periodo atual: 3),,1013.3797776695823,,26854.42,13.379777669582268,26911.726418599337,26839.62,72.10641859933821
Compra (0),26829.99,0.0,0.03777041205269112,26849.5,,,,
(Periodo atual: 3),,1008.8839655229503,,26775.56,8.883965522950348,26881.488079751198,26710.96,170.52807975119867
Compra (0),26761.6,0.0,0.037698940479005384,26765.69,,,,
(Periodo atual: 3),,1005.5340376719861,,26724.19,5.534037671986084,26812.131904003752,26672.74,139.39190400375082
Compra (0),26701.94,0.0,0.037657714670618916,26710.0,,,,
(Periodo atual: 3),,1004.2299510129426,,26689.23,4.229951012942593,26746.201536964512,26667.31,78.89153696451103
Compra (0),26675.0,0.0,0.03764685851969794,26704.18,,,,
(Periodo atual: 3),,1006.3931395034845,,26804.99,6.393139503484463,26740.852969689317,26732.46,8.392969689317397
Compra (0),26673.36,0.0,0.037730272432999985,26735.94,,,,
(Periodo atual: 3),,1004.3145787951505,,26636.0,4.31457879515051,26759.616191311434,26618.27,141.34619131143336
Compra (0),26641.9,0.0,0.03769680761489047,26650.95,,,,
(Periodo atual: 3),,1007.1829288865675,,26729.25,7.182928886567538,26686.891215128147,26717.99,-31.09878487185415
Compra (0),26658.06,0.0,0.03778155382974483,26718.0,,,,
(Periodo atual: 3),,1009.5518323116925,,26726.52,9.551832311692465,26739.817235752256,26720.76,19.05723575225784
Compra (0),26712.9,0.0,0.03779267066891623,26739.95,,,,
(Periodo atual: 3),,1010.4123714228235,,26753.84,10.412371422823526,26764.83107864549,26735.67,29.161078645491216
Compra (0),26745.0,0.0,0.03777948668621513,26745.74,,,,
(Periodo atual: 3),,1009.7357408162735,,26764.94,9.735740816273506,26779.21904596108,26727.09,52.1290459610791
Compra (0),26759.28,0.0,0.03773403995982977,26759.28,,,,
(Periodo atual: 3),,1008.7693720529022,,26755.79,8.769372052902213,26795.006760848406,26733.67,61.33676084840772
Compra (0),26755.05,0.0,0.037703886632725496,26758.81,,,,
(Periodo atual: 3),,1008.4322993064058,,26765.6,8.432299306405753,26791.966363008887,26746.11,45.85636300888655
Compra (0),26759.63,0.0,0.037684837171007436,26763.98,,,,
(Periodo atual: 3),,1011.0453659158434,,26859.75,11.045365915843377,26796.95240290122,26828.97,-32.01759709878024
Compra (0),26829.56,0.0,0.037684008456189494,26834.49,,,,
(Periodo atual: 3),,1010.5773305308174,,26836.54,10.577330530817449,26866.881147976626,26817.14,49.74114797662696
Compra (0),26793.56,0.0,0.037717172728477195,26824.16,,,,
(Periodo atual: 3),,1010.7587501316414,,26803.31,10.758750131641364,26847.016759014623,26798.37,48.64675901462397
Compra (0),26809.2,0.0,0.037701936280517184,26809.82,,,,
(Periodo atual: 3),,1009.8399539444852,,26798.2,9.83995394448516,26842.00911596891,26784.83,57.17911596890917
Compra (0),26781.69,0.0,0.037706356616945574,26785.5,,,,
(Periodo atual: 3),,1010.4236483449154,,26804.32,10.423648344915364,26813.251460594245,26797.17,16.08146059424689
Compra (0),26797.17,0.0,0.037706356616945574,26804.32,,,,
(Periodo atual: 3),,1010.5303573341414,,26821.76,10.5303573341414,26832.38161206863,26800.0,32.38161206863151
Compra (0),26797.88,0.0,0.03770933959455529,26807.45,,,,
(Periodo atual: 3),,1010.8953837414166,,26811.93,10.895383741416595,26844.94251040747,26807.56,37.382510407467635
Compra (0),26845.35,0.0,0.037656256437014854,26853.41,,,,
(Periodo atual: 3),,1012.4238511901951,,26903.87,12.423851190195137,26893.900418171983,26885.94,7.960418171984202
Compra (0),26876.72,0.0,0.03766917433340806,26943.0,,,,
(Periodo atual: 3),,1011.5544466465799,,26886.78,11.55444664657989,26967.303504317133,26853.64,113.66350431713363
Compra (0),26804.0,0.0,0.03773893622767422,26856.06,,,,
(Periodo atual: 3),,1012.1971407305371,,26823.45,12.197140730537058,26864.88034676744,26821.03,43.850346767441806
Compra (0),26774.54,0.0,0.03780446426831374,26821.87,,,,
(Periodo atual: 3),,1012.0878858288016,,26781.91,12.087885828801632,26845.084761691473,26771.65,73.43476169147107
Compra (0),26771.98,0.0,0.03780399827837917,26788.0,,,,
(Periodo atual: 3),,1014.6128148738146,,26838.78,14.612814873814614,26817.44740883785,26838.77,-21.322591162152094
Compra (0),26831.24,0.0,0.03781460770630856,26854.39,,,,
(Periodo atual: 3),,1015.7052788904498,,26883.01,15.70527889044979,26882.68543283702,26860.13,22.555432837019907
Compra (0),26874.59,0.0,0.03779426137814381,26912.62,,,,
(Periodo atual: 3),,1015.914281155871,,26892.81,15.914281155870981,26940.66830320261,26880.12,60.54830320260953
Compra (0),26850.24,0.0,0.03783632031430151,26897.39,,,,
(Periodo atual: 3),,1013.9017672783532,,26821.55,13.90176727835319,26921.945314111334,26797.05,124.8953141113343
Compra (0),26820.93,0.0,0.03780263276770616,26824.12,,,,
(Periodo atual: 3),,1010.646582570726,,26780.23,10.646582570725968,26859.402385379984,26734.82,124.58238537998477
Compra (0),26725.02,0.0,0.03781649490143416,26735.84,,,,
(Periodo atual: 3),,1012.6311922231533,,26786.02,12.631192223153334,26767.135135730347,26777.5,-10.36486426965348
Compra (0),26800.0,0.0,0.03778474597847587,26807.1,,,,
(Periodo atual: 3),,1009.8354988682058,,26774.98,9.835498868205832,26847.184548680612,26726.01,121.17454868061395
Compra (0),26754.43,0.0,0.037744608981324056,26764.91,,,,
(Periodo atual: 3),,1009.8958902425758,,26784.17,9.895890242575774,26806.077764517373,26756.03,50.04776451737416
Compra (0),26735.12,0.0,0.037774129693174216,26770.45,,,,
(Periodo atual: 3),,1011.4019447934428,,26776.58,11.401944793442794,26795.382804420275,26774.99,20.392804420273023
Compra (0),26740.0,0.0,0.03782355814485575,26775.46,,,,
(Periodo atual: 3),,1012.3917873100936,,26771.05,12.391787310093605,26798.388208750424,26766.17,32.21820875042613
Compra (0),26772.03,0.0,0.037815279129378446,26773.96,,,,
(Periodo atual: 3),,1020.9580824912717,,27043.57,20.95808249127174,26805.1219844713,26998.56,-193.4380155286999
Compra (0),27012.52,0.0,0.03779573629158893,27048.0,,,,
(Periodo atual: 3),,1019.7093113641977,,27075.23,19.709311364197674,27080.31221463809,26979.48,100.83221463808877
Compra (0),26892.82,0.0,0.037917530082906804,26979.49,,,,
(Periodo atual: 3),,1017.1589782908216,,26839.3,17.15897829082155,27000.875681774272,26825.56,175.31568177427107
Compra (0),26844.97,0.0,0.03789011417374732,26850.0,,,,
(Periodo atual: 3),,1018.5934980134397,,26882.83,18.59349801343967,26881.695704974634,26882.83,-1.1342950253674644
Compra (0),26880.75,0.0,0.037893046065062906,26882.83,,,,
(Periodo atual: 3),,1017.3502271720449,,26861.0,17.350227172044924,26914.98899554802,26847.94,67.0489955480225
Compra (0),26888.0,0.0,0.037836589823417324,26888.38,,,,
(Periodo atual: 3),,1017.7448628039033,,26905.49,17.74486280390329,26928.53122437424,26898.43,30.1012243742407
Compra (0),26897.0,0.0,0.037838601435249405,26918.99,,,,
(Periodo atual: 3),,1019.2239737340071,,26937.47,19.22397373400713,26945.540349459283,26936.09,9.450349459282734
Compra (0),26968.0,0.0,0.03779382875014859,26989.58,,,,
(Periodo atual: 3),,1017.5402586631881,,26934.72,17.54025866318807,27027.02886265835,26923.45,103.57886265834895
Compra (0),26921.73,0.0,0.0377962433566932,26924.12,,,,
(Periodo atual: 3),,1017.8475421216781,,26932.24,17.84754212167809,26951.70153758265,26929.86,21.841537582648016
Compra (0),26901.46,0.0,0.037836145031595984,26939.35,,,,
(Periodo atual: 3),,1016.0442714494723,,26880.05,16.044271449472262,26960.068549789685,26853.8,106.2685497896855
Compra (0),26868.73,0.0,0.03781512082816986,26876.93,,,,
(Periodo atual: 3),,1015.9070025608661,,26873.39,15.90700256086609,26905.832921554083,26865.1,40.732921554084896
Compra (0),26865.84,0.0,0.03781407923820235,26871.5,,,,
(Periodo atual: 3),,1015.5447436817641,,26860.15,15.54474368176409,26898.35970622477,26856.26,42.0997062247734
Compra (0),26848.86,0.0,0.03782450143811559,26869.41,,,,
(Periodo atual: 3),,1016.6851524001232,,26884.47,16.68515240012323,26894.80474866084,26879.01,15.794748660842743
Compra (0),26874.07,0.0,0.03783145434986674,26879.01,,,,
(Periodo atual: 3),,1017.2011734374554,,26890.02,17.201173437455395,26905.69293432961,26887.71,17.982934329611453
Compra (0),26891.94,0.0,0.037825503605818524,26900.0,,,,
(Periodo atual: 3),,1016.2074974577305,,26870.58,16.207497457730483,26927.506325594004,26865.67,61.83632559400576
Compra (0),26860.86,0.0,0.037832277055080535,26869.68,,,,
(Periodo atual: 3),,1015.957047783626,,26857.21,15.957047783625967,26895.911417672407,26854.24,41.67141767240537
Compra (0),26858.01,0.0,0.03782696662126591,26859.9,,,,
(Periodo atual: 3),,1016.9848064667258,,26911.19,16.984806466725786,26888.301796571817,26885.18,3.121796571816958
Compra (0),26907.95,0.0,0.037794956749463475,26907.96,,,,
(Periodo atual: 3),,1016.5705737407517,,26907.15,16.570573740751684,26941.902525752263,26896.99,44.91252575226099
Compra (0),26879.01,0.0,0.03782023868218181,26897.0,,,,
(Periodo atual: 3),,1017.2267548818876,,26916.78,17.226754881887587,26923.525722121944,26896.36,27.165722121942963
Compra (0),26922.32,0.0,0.03778377030218375,26922.32,,,,
(Periodo atual: 3),,1016.9089933736462,,26937.79,16.90899337364624,26957.39475551056,26913.91,43.4847555105589
Compra (0),26909.06,0.0,0.03779058032401155,26916.58,,,,
(Periodo atual: 3),,1016.0957400850735,,26909.96,16.095740085073544,26944.2901786955,26887.54,56.750178695499926
Compra (0),26891.43,0.0,0.037785113699237025,26898.09,,,,
(Periodo atual: 3),,1015.4968460329407,,26883.67,15.496846032940653,26927.64043743416,26875.58,52.06043743415648
Compra (0),26874.59,0.0,0.03778650561861374,26882.87,,,,
(Periodo atual: 3),,1015.3491007959719,,26879.2,15.349100795971935,26911.010285142216,26870.68,40.33028514221587
Compra (0),26856.43,0.0,0.03780655510788187,26890.33,,,,
(Periodo atual: 3),,1014.3563006588388,,26855.62,14.35630065883879,26917.176062117407,26830.17,87.00606211740887
Compra (0),26843.68,0.0,0.037787527666059154,26847.89,,,,
(Periodo atual: 3),,1012.9891479078808,,26862.47,12.989147907880806,26880.20598074297,26807.5,72.70598074296868
Compra (0),26825.47,0.0,0.03776221433987478,26841.2,,,,
(Periodo atual: 3),,1013.1726722695727,,26836.44,13.172672269572672,26871.76416709804,26830.33,41.434167098039325
Compra (0),26834.31,0.0,0.037756613539516114,26835.81,,,,
(Periodo atual: 3),,1014.1679366024742,,26866.97,14.167936602474242,26863.526743491522,26860.67,2.8567434915239573
Compra (0),26860.16,0.0,0.037757330432971144,26862.43,,,,
(Periodo atual: 3),,1013.1779393985216,,26845.57,13.17793939852163,26891.101547524573,26833.94,57.16154752457442
Compra (0),26834.63,0.0,0.03775635957710323,26834.64,,,,
(Periodo atual: 3),,1013.991966511004,,26856.19,13.991966511003966,26864.983399440367,26856.19,8.793399440368376
Compra (0),26896.98,0.0,0.037699101033313184,26899.99,,,,
(Periodo atual: 3),,1013.2402464363998,,26886.42,13.240246436399843,26937.200197103844,26877.04,60.16019710384353
Compra (0),26887.45,0.0,0.03768450509201876,26887.46,,,,
(Periodo atual: 3),,1013.7060269193372,,26901.9,13.706026919337205,26917.914948375656,26899.81,18.104948375654203
Compra (0),26891.01,0.0,0.037696837229964114,26907.16,,,,
(Periodo atual: 3),,1013.313225875401,,26883.29,13.31322587540103,26933.12154340843,26880.59,52.53154340842957
Compra (0),26878.01,0.0,0.037700455721067186,26886.99,,,,
(Periodo atual: 3),,1013.5190703636381,,26883.47,13.519070363638093,26915.97511343873,26883.47,32.505113438728586
Compra (0),26882.44,0.0,0.03770190021306243,26883.47,,,,
(Periodo atual: 3),,1013.2521409101296,,26875.38,13.252140910129583,26910.942078628563,26875.36,35.58207862856216
Compra (0),26875.37,0.0,0.037701886184641535,26875.37,,,,
(Periodo atual: 3),,1013.3079397016828,,26879.84,13.307939701682812,26903.205270513874,26876.85,26.35527051387544
Compra (0),26878.91,0.0,0.037698996711610804,26880.59,,,,
(Periodo atual: 3),,1013.8244159566318,,26892.62,13.82441595663181,26908.244783506114,26892.61,15.634783506113308
Compra (0),26908.22,0.0,0.037677126764855934,26908.22,,,,
(Periodo atual: 3),,1013.5150867458922,,26917.37,13.515086745892177,26940.396824372197,26900.01,40.386824372199044
Compra (0),26901.17,0.0,0.03767550209696798,26902.18,,,,
(Periodo atual: 3),,1013.2818753879119,,26897.93,13.281875387911896,26931.037864986007,26894.98,36.05786498600719
Compra (0),26900.01,0.0,0.03766845720086766,26900.03,,,,
(Periodo atual: 3),,1012.1601087324701,,26871.4,12.160108732470121,26929.16502501929,26870.23,58.93502501929106
Compra (0),26862.43,0.0,0.03767939492936678,26870.24,,,,
(Periodo atual: 3),,1011.4788652721471,,26844.36,11.478865272147118,26896.001688227665,26844.35,51.651688227666455
Compra (0),26835.01,0.0,0.0376925093477568,26844.36,,,,
(Periodo atual: 3),,1015.0717152631755,,26965.28,15.07171526317552,26871.65839828147,26930.33,-58.67160171853175
Compra (0),26885.0,0.0,0.0377560615682788,26945.47,,,,
(Periodo atual: 3),,1015.8087135849884,,26918.62,15.808713584988368,26967.464517650147,26904.52,62.944517650146736
Compra (0),26888.03,0.0,0.03777921675872083,26912.7,,,,
(Periodo atual: 3),,1016.0871464125001,,26899.6,16.087146412500147,26937.795261426694,26895.4,42.39526142669274
Compra (0),26905.26,0.0,0.03776537176791825,26905.26,,,,
(Periodo atual: 3),,1016.1902458774266,,26908.0,16.190245877426605,26934.360411200323,26907.99,26.37041120032154
Compra (0),26924.21,0.0,0.03774262070743865,26924.22,,,,
(Periodo atual: 3),,1018.8016578041744,,27007.0,18.801657804174397,26956.01404985431,26993.4,-37.38595014569
Compra (0),26973.01,0.0,0.03777115189606849,27017.44,,,,
(Periodo atual: 3),,1019.2987261631266,,26986.98,19.298726163126616,27046.227406160553,26986.17,60.05740616055482
Compra (0),27040.65,0.0,0.037695052676733974,27045.0,,,,
(Periodo atual: 3),,1019.0054586533015,,27075.95,19.005458653301503,27089.538852703397,27032.87,56.66885270339844
Compra (0),27004.25,0.0,0.03773500314407182,27038.72,,,,
(Periodo atual: 3),,1021.3352177474166,,27066.0,21.33521774741655,27062.241887894757,27065.99,-3.7481121052442177
Compra (0),27183.16,0.0,0.037572350593066316,27232.99,,,,
(Periodo atual: 3),,1020.7100138335479,,27200.0,20.71001383354792,27311.690795051163,27166.52,145.1707950511627
Compra (0),27166.86,0.0,0.03757188036576726,27202.49,,,,
(Periodo atual: 3),,1024.1681297024131,,27263.88,24.168129702413125,27236.903139495156,27258.9,-21.996860504845245
Compra (0),27185.84,0.0,0.03767285210618517,27270.0,,,,
(Periodo atual: 3),,1019.2488086743874,,27080.0,19.24880867438742,27288.520963066778,27055.26,233.26096306677937
Compra (0),27107.79,0.0,0.03759984892440097,27109.42,,,,
(Periodo atual: 3),,1021.1438410601771,,27164.26,21.143841060177124,27154.97487631104,27158.19,-3.215123688958556
Compra (0),27112.67,0.0,0.03766297605732586,27180.0,,,,
(Periodo atual: 3),,1026.019313310798,,27249.99,26.019313310797997,27198.11690470189,27242.12,-44.003095298110566
Compra (0),27215.26,0.0,0.03770014739197046,27279.67,,,,
(Periodo atual: 3),,1027.7105419228017,,27285.91,27.710541922801667,27305.08264992539,27260.12,44.96264992539
Compra (0),27197.66,0.0,0.03778672657584519,27274.04,,,,
(Periodo atual: 3),,1028.6072209444465,,27225.0,28.607220944446453,27293.688744400377,27221.39,72.29874440037747
Compra (0),27227.7,0.0,0.03777796952898873,27230.0,,,,
(Periodo atual: 3),,1028.0186401791848,,27237.08,28.018640179184786,27267.525633063604,27212.12,55.40563306360491
Compra (0),27217.38,0.0,0.03777066860142985,27217.39,,,,
(Periodo atual: 3),,1048.8302785785727,,27812.42,48.83027857857269,27253.281068164346,27768.38,-515.0989318356551
Compra (0),27855.83,0.0,0.03765209216808735,27980.0,,,,
(Periodo atual: 3),,1047.7176592550056,,27958.01,47.71765925500563,28054.90337195156,27826.28,228.62337195156215
Compra (0),27858.99,0.0,0.03760788381972949,27913.23,,,,
(Periodo atual: 3),,1048.8710930517566,,27898.0,48.87109305175659,27968.127229349626,27889.66,78.467229349626
Compra (0),27884.12,0.0,0.03761535573121033,27920.0,,,,
(Periodo atual: 3),,1046.5302894646034,,27881.56,46.53028946460336,27951.400209762527,27821.89,129.51020976252767
Compra (0),27841.7,0.0,0.03758859155384202,27854.08,,,,
(Periodo atual: 3),,1041.063028823097,,27722.01,41.063028823097056,27890.02243332695,27696.25,193.7724333269507
Compra (0),27717.31,0.0,0.0375600312159837,27755.86,,,,
(Periodo atual: 3),,1040.8106254133256,,27745.67,40.810625413325624,27790.376659035275,27710.59,79.78665903527508
Compra (0),27776.99,0.0,0.03747024517103277,27777.0,,,,
