Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,high real,Lucro,Valor Previsto,Valor Real,Diferença
Compra (0),29999.35,0.0,0.03862520581479749,29999.36,,,,
(Periodo atual: 3),,1155.3598600966295,,29975.0,155.35986009662952,30044.917491999986,29912.07,132.84749199998623
Compra (0),30010.0,0.0,0.03849916228246016,30010.0,,,,
(Periodo atual: 3),,1170.9246864158054,,30467.27,170.92468641580535,30070.660624334072,30414.29,-343.6293756659288
Compra (0),30327.84,0.0,0.03860890476920893,30637.77,,,,
(Periodo atual: 3),,1168.0155054414456,,30287.99,168.0155054414456,30665.393514601517,30252.49,412.9035146015158
Compra (0),30334.69,0.0,0.03850428355923353,30359.73,,,,
(Periodo atual: 3),,1171.646844423917,,30438.41,171.64684442391695,30422.111072809632,30429.0,-6.888927190368122
Compra (0),30496.27,0.0,0.03841934913430124,30500.0,,,,
(Periodo atual: 3),,1176.1492079489656,,30651.28,176.14920794896557,30568.25897619668,30613.46,-45.201023803318094
Compra (0),30665.88,0.0,0.03835367541870527,30720.26,,,,
(Periodo atual: 3),,1183.498922769452,,30925.91,183.49892276945207,30761.364855962835,30857.51,-96.14514403716385
Compra (0),30794.41,0.0,0.038432264906827315,30943.15,,,,
(Periodo atual: 3),,1181.6153574663686,,30918.01,181.61535746636855,30951.33428120971,30745.4,205.9342812097093
Compra (0),30758.17,0.0,0.03841630882027015,30758.17,,,,
(Periodo atual: 3),,1179.2162589805428,,30710.64,179.21625898054276,30808.787072227777,30695.72,113.0670722277755
Compra (0),30724.95,0.0,0.038379761691411794,30755.9,,,,
(Periodo atual: 3),,1172.9446221225492,,30562.5,172.94462212254916,30792.768397727177,30561.54,231.22839772717634
Compra (0),30567.06,0.0,0.03837283082254391,30572.99,,,,
(Periodo atual: 3),,1170.0263683384946,,30607.04,170.02636833849465,30610.52651110668,30491.01,119.51651110668172
Compra (0),30506.58,0.0,0.03835324603211814,30542.64,,,,
(Periodo atual: 3),,1170.601283496516,,30555.0,170.6012834965161,30587.241541829535,30521.57,65.67154182953527
Compra (0),30515.84,0.0,0.038360447672307764,30554.44,,,,
(Periodo atual: 3),,1175.4020935227056,,30650.0,175.40209352270563,30588.544538219492,30640.99,-52.445461780509504
Compra (0),30700.0,0.0,0.038286713144062075,30700.0,,,,
(Periodo atual: 3),,1174.8312386297277,,30754.99,174.83123862972775,30758.788884285088,30685.09,73.69888428508784
Compra (0),30613.69,0.0,0.03837600885844626,30699.2,,,,
(Periodo atual: 3),,1173.3084785982246,,30696.42,173.3084785982246,30717.222317893604,30574.01,143.21231789360536
Compra (0),30518.86,0.0,0.03844535734946274,30587.52,,,,
(Periodo atual: 3),,1180.0294959700577,,30745.0,180.02949597005772,30639.878456911523,30693.68,-53.80154308847705
