Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,Lucro,Valor Previsto,Valor Real,Diferença
(no final do período 0),,0.0,,x,[27138.26973842],27103.02,[35.24973842]
Venda por percentual de diferença (1),,1007.6961058571395,,7.696105857139514,[27138.26973842],27136.3,[1.96973842]
Compra (2),27114.07,0.0,0.03716506248811556,,,,
(no final do período 3),,0.0,,x,[27138.26973842],27099.42,[38.84973842]
(no final do período 4),,0.0,,x,[27138.26973842],27109.75,[28.51973842]
(no final do período 0),,0.0,,x,[27158.66713398],27099.19,[59.47713398]
Venda por percentual de diferença (1),,1008.3267969675628,,8.326796967562814,[27158.66713398],27131.04,[27.62713398]
Compra (2),27159.79,0.0,0.037125721405340865,,,,
Venda (3),,1009.0908443140846,,9.09084431408462,[27158.66713398],27180.37,[-21.70286602]
Compra (4),27225.15,0.0,0.03706465691884469,,,,
Venda por percentual de diferença (0),,1033.0546275983943,,33.05462759839429,[28254.04429454],27871.69,[382.35429454]
Compra (1),27937.25,0.0,0.036977677745604676,,,,
Venda por percentual de diferença (2),,1035.2429665673792,,35.2429665673792,[28254.04429454],27996.43,[257.61429454]
Compra (3),27888.63,0.0,0.03712061031923688,,,,
Venda por percentual de diferença (4),,1035.3034731621995,,35.30347316219945,[28254.04429454],27890.26,[363.78429454]
Compra (0),27968.66,0.0,0.037016556143991144,,,,
Venda por percentual de diferença (1),,1036.188539019602,,36.1885390196021,[28031.33725591],27992.57,[38.76725591]
Compra (2),27949.49,0.0,0.03707361168377677,,,,
Venda por percentual de diferença (3),,1036.3928146199796,,36.39281461997962,[28031.33725591],27955.0,[76.33725591]
Compra (4),27962.95,0.0,0.03706307147922446,,,,
(no final do período 0),,0.0,,x,[28004.84723222],27932.05,[72.79723222]
Venda por prejuizo (1),,1032.670940982036,,32.67094098203597,[28004.84723222],27862.53,[142.31723222]
Compra (2),27846.78,0.0,0.03708403416775785,,,,
Venda por percentual de diferença (3),,1034.6441824401024,,34.64418244010244,[28004.84723222],27899.99,[104.85723222]
Compra (4),27920.0,0.0,0.037057456391121145,,,,
Venda por percentual de diferença (0),,1035.6113820519106,,35.611382051910596,[27990.6150594],27946.1,[44.5150594]
Compra (1),27973.75,0.0,0.03702082781364353,,,,
(no final do período 2),,0.0,,x,[27990.6150594],27968.3,[22.3150594]
Venda por percentual de diferença (3),,1035.9390163780613,,35.9390163780613,[27990.6150594],27982.6,[8.0150594]
Compra (4),27965.52,0.0,0.037043438361884964,,,,
Venda por percentual de diferença (0),,1036.681737317217,,36.681737317217085,[28025.01858192],27985.57,[39.44858192]
Compra (1),28097.61,0.0,0.03689572662291266,,,,
Venda (2),,1037.749130688418,,37.74913068841806,[28025.01858192],28126.54,[-101.52141808]
Compra (3),28068.66,0.0,0.03697180879630228,,,,
(no final do período 4),,0.0,,x,[28025.01858192],28039.69,[-14.67141808]
(no final do período 0),,0.0,,x,[28103.16539887],28045.62,[57.54539887]
(no final do período 1),,0.0,,x,[28103.16539887],28067.06,[36.10539887]
(no final do período 2),,0.0,,x,[28103.16539887],28055.3,[47.86539887]
Venda por percentual de diferença (3),,1038.8009786486728,,38.80097864867275,[28103.16539887],28097.11,[6.05539887]
Compra (4),27973.39,0.0,0.03713532677479107,,,,
Venda por percentual de diferença (0),,1038.9491486025042,,38.94914860250424,[28041.66353768],27977.38,[64.28353768]
Compra (1),27982.23,0.0,0.037128890320839485,,,,
Venda (2),,1041.3740364293583,,41.374036429358284,[28041.66353768],28047.54,[-5.87646232]
Compra (3),28075.1,0.0,0.03709244264238982,,,,
Venda (4),,1042.3566152349554,,42.35661523495537,[28041.66353768],28101.59,[-59.92646232]
Compra (0),28105.99,0.0,0.03708663581090562,,,,
Venda (1),,1045.5601588363013,,45.5601588363013,[28170.17236416],28192.37,[-22.19763584]
Compra (2),28309.84,0.0,0.036932747017867334,,,,
Venda (3),,1045.6366096226284,,45.636609622628384,[28170.17236416],28311.91,[-141.73763584]
Compra (4),28340.01,0.0,0.036896127052270924,,,,
Venda por percentual de diferença (0),,1047.0626449331987,,47.062644933198726,[28465.5209461],28378.66,[86.8609461]
Compra (1),28352.66,0.0,0.03692996159560333,,,,
(no final do período 2),,0.0,,x,[28465.5209461],28280.94,[184.5809461]
(no final do período 3),,0.0,,x,[28465.5209461],28303.99,[161.5309461]
(no final do período 4),,0.0,,x,[28465.5209461],28282.34,[183.1809461]
Venda por prejuizo (0),,1043.598983835147,,43.59898383514701,[28344.61841141],28258.87,[85.74841141]
Compra (1),28288.61,0.0,0.03689113688637041,,,,
Venda por percentual de diferença (2),,1044.654808172835,,44.65480817283492,[28344.61841141],28317.23,[27.38841141]
Compra (3),28325.73,0.0,0.03688006657455377,,,,
(no final do período 4),,0.0,,x,[28344.61841141],28313.46,[31.15841141]
(no final do período 0),,0.0,,x,[28350.63453771],28305.5,[45.13453771]
(no final do período 1),,0.0,,x,[28350.63453771],28275.5,[75.13453771]
Venda (2),,1045.8028846453008,,45.802884645300765,[28350.63453771],28356.86,[-6.22546229]
Compra (3),28248.7,0.0,0.03702127477177006,,,,
(no final do período 4),,0.0,,x,[28350.63453771],28198.04,[152.59453771]
Venda por percentual de diferença (0),,1045.8861825135373,,45.88618251353728,[28308.50600969],28250.95,[57.55600969]
Compra (1),28299.84,0.0,0.03695731786870658,,,,
Venda por percentual de diferença (2),,1046.030685626404,,46.030685626403965,[28308.50600969],28303.75,[4.75600969]
Compra (3),28320.66,0.0,0.036935251001438664,,,,
Venda (4),,1046.5581210107043,,46.558121010704326,[28308.50600969],28334.94,[-26.43399031]
Compra (0),28320.32,0.0,0.036954318348475734,,,,
Venda (1),,1050.4804523602115,,50.48045236021153,[28421.35638065],28426.46,[-5.10361935]
Compra (2),28544.0,0.0,0.03680214589266436,,,,
Venda por prejuizo (3),,1040.0017773601933,,40.00177736019327,[28421.35638065],28259.27,[162.08638065]
Compra (4),28298.77,0.0,0.03675077670726301,,,,
Venda por percentual de diferença (0),,1040.1245249543956,,40.12452495439561,[28398.88954383],28302.11,[96.77954383]
Compra (1),28307.69,0.0,0.03674353240954651,,,,
Venda por percentual de diferença (2),,1040.630115960351,,40.63011596035108,[28398.88954383],28321.45,[77.43954383]
Compra (3),28364.28,0.0,0.0366880497569602,,,,
(no final do período 4),,0.0,,x,[28398.88954383],28283.31,[115.57954383]
Venda por prejuizo (0),,1028.2306557839913,,28.230655783991324,[28290.3086004],28026.31,[263.9986004]
Compra (1),28060.74,0.0,0.03664303421021652,,,,
Venda por percentual de diferença (2),,1028.7421925415658,,28.742192541565828,[28290.3086004],28074.7,[215.6086004]
Compra (3),28018.23,0.0,0.03671688727451969,,,,
(no final do período 4),,0.0,,x,[28290.3086004],27999.15,[291.1586004]
(no final do período 0),,0.0,,x,[28070.83527339],27941.71,[129.12527339]
Venda por percentual de diferença (1),,1030.1535896883981,,30.153589688398142,[28070.83527339],28056.67,[14.16527339]
Compra (2),28095.0,0.0,0.036666794436319566,,,,
(no final do período 3),,0.0,,x,[28070.83527339],28055.25,[15.58527339]
Venda (4),,1030.3812904818478,,30.381290481847827,[28070.83527339],28101.21,[-30.37472661]
Compra (0),28005.0,0.0,0.036792761666911186,,,,
Venda por prejuizo (1),,1019.3835660919914,,19.383566091991383,[28118.28240976],27706.09,[412.19240976]
Compra (2),27798.81,0.0,0.036670043289334736,,,,
(no final do período 3),,0.0,,x,[28118.28240976],27766.88,[351.40240976]
Venda por percentual de diferença (4),,1019.4895425170976,,19.48954251709756,[28118.28240976],27801.7,[316.58240976]
Compra (0),27817.18,0.0,0.03664963675387288,,,,
Venda (1),,1024.9067253256876,,24.906725325687603,[27924.59310066],27964.99,[-40.39689934]
Compra (2),27864.68,0.0,0.036781571700291824,,,,
(no final do período 3),,0.0,,x,[27924.59310066],27842.39,[82.20310066]
(no final do período 4),,0.0,,x,[27924.59310066],27836.13,[88.46310066]
(no final do período 0),,0.0,,x,[27898.58289814],27843.68,[54.90289814]
(no final do período 1),,0.0,,x,[27898.58289814],27794.13,[104.45289814]
Venda por percentual de diferença (2),,1024.9346793201798,,24.93467932017984,[27898.58289814],27865.44,[33.14289814]
Compra (3),27595.22,0.0,0.03714174698807184,,,,
Venda por prejuizo (4),,1020.366244440647,,20.36624444064705,[27898.58289814],27472.22,[426.36289814]
Compra (0),27422.54,0.0,0.03720903477360766,,,,
Venda por percentual de diferença (1),,1024.2958906030876,,24.295890603087628,[27534.92554429],27528.15,[6.77554429]
Compra (2),27530.0,0.0,0.03720653434809617,,,,
Venda (3),,1025.209683086677,,25.209683086676932,[27534.92554429],27554.56,[-19.63445571]
Compra (4),27478.78,0.0,0.03730914120229053,,,,
Venda por percentual de diferença (0),,1027.2456429220858,,27.245642922085835,[27590.12964494],27533.35,[56.77964494]
Compra (1),27593.14,0.0,0.037228298153892087,,,,
Venda por prejuizo (2),,1023.5738158751675,,23.573815875167497,[27590.12964494],27494.51,[95.61964494]
Compra (3),27497.35,0.0,0.03722445311548813,,,,
Venda por percentual de diferença (4),,1025.5355445543537,,25.53554455435369,[27590.12964494],27550.05,[40.07964494]
